,PIN,Property Class,Tax Year,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Renovation,Site Desireability,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Prior Tax Year Market Value Estimate (Land),Prior Tax Year Market Value Estimate (Building),Date of Most Recent Sale,Deed No.,Sale Price,Longitude,Latitude,Census Tract,Total Building Square Feet,Multi Property Indicator,Property Address,Modeling Group,Full Baths,Age,Use,Number of Units,Percent Ownership,Condo Class Factor,Multi-Family Indicator,Large Lot,"Condition, Desirability and Utility",Deed Type,O'Hare Noise,Floodplain,Near Major Road,Total Units,Condo Strata,Age Squared,Age Decade,Age Decade Squared,Lot Size Squared,Improvement Size Squared,Location Factor,Garage indicator,Residential share of building,Pure Market Sale,Pure Market Filter,Neigborhood Code (mapping),Square root of lot size,Square root of age,Square root of improvement size,Town and Neighborhood
1866656,28261000440000,234,2019,260,5400,13,4.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1026.0,2.0,2.0,0.0,13500.0,81580.0,,,,-87.7116536862858,41.5833766687947,825501.0,,0,3906  169TH ST,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,29160000,1052676.0,0.538643696582047,1.0,,0,0,260,73.4846922834953,7.54983443527075,32.0312347560939,13260
1866657,28261000450000,203,2019,260,6600,13,1.0,0.0,3.0,1.0,6.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1346.0,2.0,2.0,0.0,16500.0,71370.0,,,,-87.7114709589928,41.5833770922511,825501.0,,0,3900  169TH ST,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,43560000,1811716.0,0.53877728783131,1.0,,0,0,260,81.2403840463596,7.54983443527075,36.6878726556883,13260
1866658,28261000460000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1026.0,2.0,2.0,0.0,16500.0,82030.0,,,,-87.7112709211302,41.5833766624231,825501.0,,0,3860  169TH ST,SF,1.0,56,1,,,,,,,,0.0,0.0,0.0,1.0,,3136,5.6,31.36,43560000,1052676.0,0.538912793758691,1.0,,0,0,260,81.2403840463596,7.48331477354788,32.0312347560939,13260
1866659,28261000470000,203,2019,260,6600,13,5.0,0.0,3.0,1.0,7.0,4.0,2.0,3.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1642.0,2.0,2.0,0.0,16500.0,83230.0,,,,-87.7110716026868,41.583377123566,825501.0,,0,3856  169TH ST,SF,2.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,43560000,2696164.0,0.539044411194176,1.0,,0,0,260,81.2403840463596,7.54983443527075,40.5215991787096,13260
1866660,28261000480000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,,2.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1026.0,2.0,2.0,0.0,16500.0,77140.0,,,,-87.710869841616,41.58337728904,825501.0,,0,3850  169TH ST,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,43560000,1052676.0,0.539168950844097,1.0,,0,0,260,81.2403840463596,7.54983443527075,32.0312347560939,13260
1866661,28261000490000,234,2019,260,7627,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1439.0,2.0,2.0,0.0,19060.0,80440.0,02/22/2019,1905313062.0,80500.0,-87.7106455624071,41.5833822744621,825501.0,,0,3846  169TH ST,SF,1.0,57,1,,,,,,,O,0.0,0.0,0.0,1.0,,3249,5.7,32.49,58171129,2070721.0,0.53931910218849,1.0,,1,1,260,87.332697198701,7.54983443527075,37.9341534767813,13260
1866662,28261000500000,203,2019,260,14520,13,5.0,0.0,1.0,1.0,7.0,4.0,1.0,3.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,,2.0,6.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,0.0,1380.0,2.0,2.0,0.0,36300.0,54970.0,,,,-87.7134652271823,41.5842591328633,825501.0,,0,3956  168TH PL,SF,1.0,146,1,,,,,,,,0.0,0.0,1.0,1.0,,21316,14.6,213.16,210830400,1904400.0,0.540876793761406,1.0,,0,0,260,120.498962651137,12.0830459735946,37.1483512420134,13260
1866663,28261000510000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,92690.0,,,,-87.7131692693632,41.5842613478545,825501.0,,0,3950  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.54117932057407,1.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866664,28261000520000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,92690.0,,,,-87.7129803654854,41.5842611096381,825501.0,,0,3946  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.541357585327664,1.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866665,28261000530000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,1.0,4.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1159.0,2.0,2.0,0.0,16500.0,72790.0,,,,-87.712795971435,41.5842634426258,825501.0,,0,3940  168TH PL,SF,1.0,43,1,,,,,,,,0.0,0.0,0.0,1.0,,1849,4.3,18.49,43560000,1343281.0,0.541536912260407,1.0,,0,0,260,81.2403840463596,6.557438524302,34.0440890610984,13260
1866666,28261000540000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,90210.0,,,,-87.7126112092334,41.5842633125253,825501.0,,0,3936  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.541700109306473,1.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866667,28261000550000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,94330.0,,,,-87.7124281735947,41.5842633971429,825501.0,,0,3930  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.541856950604997,1.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866668,28261000560000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,4.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,89140.0,,,,-87.7122458168822,41.584264454713,825501.0,,0,3924  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.542011665298562,1.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866669,28261000570000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1180.0,2.0,2.0,0.0,16500.0,91810.0,02/28/2019,1905922042.0,149900.0,-87.7120645103489,41.584265285435,825501.0,,0,3918  168TH PL,SF,1.0,46,1,,,,,,,W,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1392400.0,0.542158806807584,1.0,,1,1,260,81.2403840463596,6.78232998312527,34.3511280746353,13260
1866670,28261000580000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,84520.0,,,,-87.7118818313263,41.5842655821386,825501.0,,0,3912  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.542298922856653,0.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866671,28261000590000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,84520.0,,,,-87.7116987993932,41.5842661425183,825501.0,,0,3906  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.542434546238753,0.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866672,28261000600000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,41.0,1302.0,2.0,2.0,0.0,16500.0,92690.0,,,,-87.7115195004031,41.5842665749417,825501.0,,0,3900  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.542561143831832,1.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866673,28261000610000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1304.0,2.0,2.0,0.0,16500.0,89860.0,,,,-87.7115142182954,41.5837242256158,825501.0,,0,3901  168TH PL,SF,1.0,47,1,,,,,,,,0.0,0.0,0.0,1.0,,2209,4.7,22.09,43560000,1700416.0,0.540239206784022,1.0,,0,0,260,81.2403840463596,6.85565460040104,36.1109401705356,13260
1866674,28261000620000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1166.0,2.0,2.0,0.0,16500.0,87650.0,,,,-87.7116949853022,41.58372330923,825501.0,,0,3907  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1359556.0,0.540105932762286,1.0,,0,0,260,81.2403840463596,6.78232998312527,34.1467421579277,13260
1866675,28261000630000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,49.0,1304.0,2.0,2.0,0.0,16500.0,84110.0,,,,-87.7118774021877,41.5837234266186,825501.0,,0,3913  168TH PL,SF,1.0,44,1,,,,,,,,0.0,0.0,0.0,1.0,,1936,4.4,19.36,43560000,1700416.0,0.539970022084627,1.0,,0,0,260,81.2403840463596,6.6332495807108,36.1109401705356,13260
1866676,28261000640000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1259.0,2.0,2.0,0.0,16500.0,79070.0,,,,-87.7120591255236,41.5837230848115,825501.0,,0,3919  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1585081.0,0.539826798875277,1.0,,0,0,260,81.2403840463596,6.78232998312527,35.4823899984203,13260
1866677,28261000650000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1257.0,2.0,2.0,0.0,16500.0,91770.0,02/19/2019,1905013017.0,159000.0,-87.7122397980238,41.5837229940808,825501.0,,0,3925  168TH PL,SF,1.0,46,1,,,,,,,T,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1580049.0,0.53967972677811,1.0,,1,1,260,81.2403840463596,6.78232998312527,35.4541958024717,13260
1866678,28261000660000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1304.0,2.0,2.0,0.0,16500.0,92340.0,,,,-87.7124225398425,41.5837228394865,825501.0,,0,3931  168TH PL,SF,1.0,47,1,,,,,,,,0.0,0.0,0.0,1.0,,2209,4.7,22.09,43560000,1700416.0,0.53952490638302,1.0,,0,0,260,81.2403840463596,6.85565460040104,36.1109401705356,13260
1866679,28261000670000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1241.0,2.0,2.0,0.0,16500.0,77930.0,,,,-87.7126059565652,41.5837217790501,825501.0,,0,3937  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1540081.0,0.539359771117489,1.0,,0,0,260,81.2403840463596,6.78232998312527,35.2278299076171,13260
1866680,28261000680000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,89820.0,,,,-87.7127897580821,41.5837213518763,825501.0,,0,3943  168TH PL,SF,1.0,47,1,,,,,,,,0.0,0.0,0.0,1.0,,2209,4.7,22.09,43560000,1695204.0,0.53919123397706,1.0,,0,0,260,81.2403840463596,6.85565460040104,36.0832371053374,13260
1866681,28261000690000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,16500.0,82040.0,,,,-87.7129742935592,41.5837208818931,825501.0,,0,3949  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1695204.0,0.539016040067785,0.0,,0,0,260,81.2403840463596,6.78232998312527,36.0832371053374,13260
1866682,28261000700000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,128.0,1168.0,2.0,2.0,0.0,16500.0,89920.0,,,,-87.7131540927262,41.5837218171241,825501.0,,0,3955  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1364224.0,0.538845863073885,1.0,,0,0,260,81.2403840463596,6.78232998312527,34.1760149812701,13260
1866683,28261000710000,234,2019,260,6600,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1166.0,2.0,2.0,0.0,16500.0,89870.0,,,,-87.7133336596244,41.5837191947694,825501.0,,0,3961  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,43560000,1359556.0,0.538654966373642,1.0,,0,0,260,81.2403840463596,6.78232998312527,34.1467421579277,13260
1866684,28261000720000,234,2019,260,8297,13,4.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1302.0,2.0,2.0,0.0,20740.0,89900.0,,,,-87.7135425481693,41.583720049664,825501.0,,0,3967  168TH PL,SF,1.0,46,1,,,,,,,,0.0,0.0,1.0,1.0,,2116,4.6,21.16,68840209,1695204.0,0.538443173013724,1.0,,0,0,260,91.087869664407,6.78232998312527,36.0832371053374,13260
1866685,28261020010000,234,2019,260,7200,13,4.0,0.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,1237.0,2.0,2.0,0.0,18000.0,82410.0,,,,-87.7134555324927,41.5850206321916,825501.0,,0,16766  SUNSET RIDGE DR,SF,1.0,47,1,,,,,,,,0.0,0.0,1.0,1.0,,2209,4.7,22.09,51840000,1530169.0,0.544195838421106,0.0,,0,0,260,84.8528137423857,6.85565460040104,35.1710107901379,13260
1866686,28261020020000,234,2019,260,5400,13,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1299.0,2.0,2.0,0.0,13500.0,87940.0,,,,-87.7134552143149,41.5851644307257,825501.0,,0,16760  SUNSET RIDGE DR,SF,1.0,48,1,,,,,,,,0.0,0.0,1.0,1.0,,2304,4.8,23.04,29160000,1687401.0,0.544819106815434,1.0,,0,0,260,73.4846922834953,6.92820323027551,36.0416425818802,13260
1866687,28261020030000,203,2019,260,6600,13,5.0,0.0,3.0,1.0,6.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,1539.0,2.0,3.0,0.0,16500.0,70520.0,,,,-87.7134578755843,41.5853029804842,825501.0,,0,16754  SUNSET RIDGE DR,SF,1.0,55,1,,,,,,,,0.0,0.0,1.0,1.0,,3025,5.5,30.25,43560000,2368521.0,0.545416143735291,0.0,,0,0,260,81.2403840463596,7.41619848709566,39.2300904918661,13260
1866688,28261020040000,203,2019,260,7843,13,1.0,0.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1125.0,2.0,2.0,0.0,19600.0,80600.0,,,,-87.7134793905405,41.58546576845,825501.0,,0,16748  SUNSET RIDGE DR,SF,1.0,46,1,,,,,,,,0.0,0.0,1.0,1.0,,2116,4.6,21.16,61512649,1265625.0,0.546099138360164,1.0,,0,0,260,88.5607136375944,6.78232998312527,33.5410196624968,13260
1866689,28261020050000,234,2019,260,7175,13,4.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1026.0,2.0,2.0,0.0,17930.0,66900.0,,,,-87.7134309683943,41.5856307630774,825501.0,,0,16742  SUNSET RIDGE DR,SF,1.0,55,1,,,,,,,,0.0,0.0,1.0,1.0,,3025,5.5,30.25,51480625,1052676.0,0.546858105701493,1.0,,0,0,260,84.7053717304871,7.41619848709566,32.0312347560939,13260
1866690,28261020060000,203,2019,260,7735,13,1.0,0.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1144.0,2.0,2.0,0.0,19330.0,67500.0,,,,-87.7132744427729,41.5857641428658,825501.0,,0,16736  SUNSET RIDGE DR,SF,2.0,53,1,,,,,,,,0.0,0.0,1.0,1.0,,2809,5.3,28.09,59830225,1308736.0,0.547579681412501,1.0,,0,0,260,87.94884877018,7.28010988928052,33.8230690505755,13260
1866691,28261020070000,203,2019,260,6745,13,5.0,0.0,3.0,1.0,6.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,,2.0,4.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1215.0,2.0,2.0,0.0,16860.0,70290.0,,,,-87.7130932666379,41.585879752858,825501.0,,0,16730  SUNSET RIDGE DR,SF,1.0,55,1,,,,,,,,0.0,0.0,1.0,1.0,,3025,5.5,30.25,45495025,1476225.0,0.548240674095051,1.0,,0,0,260,82.1279489577087,7.41619848709566,34.8568501158667,13260
1866692,28261020080000,203,2019,260,7095,13,1.0,0.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1072.0,2.0,2.0,0.0,17730.0,76160.0,,,,-87.7128675264751,41.5859102916802,825501.0,,0,16724  SUNSET RIDGE DR,SF,1.0,54,1,,,,,,,,0.0,0.0,1.0,1.0,,2916,5.4,29.16,50339025,1149184.0,0.548567780169515,1.0,,0,0,260,84.2318229649578,7.34846922834953,32.7414110874898,13260
1866693,28261020090000,203,2019,260,6270,13,5.0,0.0,3.0,1.0,7.0,4.0,2.0,3.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1460.0,2.0,2.0,0.0,15670.0,73890.0,,,,-87.7126491037879,41.5858965169362,825501.0,,0,3936  167TH PL,SF,2.0,55,1,,,,,,,,0.0,0.0,1.0,1.0,,3025,5.5,30.25,39312900,2131600.0,0.548690468994549,1.0,,0,0,260,79.1833315793166,7.41619848709566,38.2099463490856,13260
1866694,28261020100000,203,2019,260,6270,13,1.0,0.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,4.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1142.0,2.0,2.0,0.0,15670.0,87570.0,,,,-87.7124456840318,41.585897143862,825501.0,,0,3930  167TH PL,SF,2.0,46,1,,,,,,,,0.0,0.0,1.0,1.0,,2116,4.6,21.16,39312900,1304164.0,0.548855153849621,1.0,,0,0,260,79.1833315793166,6.78232998312527,33.7934904974316,13260
1866695,28261020110000,203,2019,260,6270,13,5.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1546.0,2.0,2.0,0.0,15670.0,82200.0,,,,-87.7122460444017,41.585898111743,825501.0,,0,3924  167TH PL,SF,2.0,57,1,,,,,,,,0.0,0.0,1.0,1.0,,3249,5.7,32.49,39312900,2390116.0,0.549011455438561,1.0,,0,0,260,79.1833315793166,7.54983443527075,39.319206502675,13260
1866696,28261020120000,203,2019,260,6270,13,5.0,0.0,3.0,1.0,7.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1568.0,2.0,2.0,0.0,15670.0,79750.0,,,,-87.7120435310373,41.5858978575007,825501.0,,0,3918  167TH PL,SF,2.0,57,1,,,,,,,,0.0,0.0,1.0,1.0,,3249,5.7,32.49,39312900,2458624.0,0.549157781164716,1.0,,0,0,260,79.1833315793166,7.54983443527075,39.5979797464467,13260
1866697,28261020130000,203,2019,260,6270,13,5.0,0.0,3.0,1.0,6.0,4.0,2.0,3.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1026.0,2.0,2.0,0.0,15670.0,53350.0,,,,-87.7118410315555,41.5858991823827,825501.0,,0,3912  167TH PL,SF,2.0,57,1,,,,,,,,0.0,0.0,1.0,1.0,,3249,5.7,32.49,39312900,1052676.0,0.549303744546116,1.0,,0,0,260,79.1833315793166,7.54983443527075,32.0312347560939,13260
1866698,28261020140000,203,2019,260,6270,13,5.0,0.0,3.0,1.0,7.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,1546.0,2.0,2.0,0.0,15670.0,67760.0,,,,-87.7116405204428,41.5858994301449,825501.0,,0,3906  167TH PL,SF,1.0,57,1,,,,,,,,0.0,0.0,1.0,1.0,,3249,5.7,32.49,39312900,2390116.0,0.549436734685037,0.0,,0,0,260,79.1833315793166,7.54983443527075,39.319206502675,13260
